content,like,rcount,sex,mid,diag,好,乐,哀,怒,惧,恶,惊,pos,neg
梅西代表的不仅仅是自己，而是阿根廷的文明礼貌。来到一个文明古国却表现得如此无礼，代表了阿根廷人不文明，素质低劣的劣根性。这样的国家就算足球踢的再好，也只是金玉其外败絮其中，他们国家动乱的根本原因就是阿根廷人的劣根性难以根除，他们的认知配得上他们遭受的苦难。,0,0,男,1387573666,原评论,0,0,1,0,1,5,0,0,7
小问题,0,0,保密,44223483,原评论,0,0,0,0,0,0,0,0,1
@你干嘛啊阿锕吖   梅西炮友驾到,0,1,女,3493118525573682,原评论,0,0,0,0,0,0,0,3,0
我来了,0,0,保密,1146584233,原评论,0,0,0,0,0,0,0,0,0
劲凉罪不至此，好喝的一比,0,1,男,443079362,原评论,0,0,0,0,0,0,0,0,0
八嘎！[墨镜],0,0,保密,1142228635,原评论,0,0,0,0,0,0,0,0,0
原来是这样。。想起他跟某个霓虹牛郎合影，忍俊不禁,0,0,保密,267340362,原评论,0,1,0,0,0,0,1,0,0
@雪乃与喵 @_风很大_,0,0,男,483846998,原评论,0,0,0,0,0,0,0,1,0
"梅里奥呦西！！
自衛隊一等兵梅西一郎が出てきた！",1,0,保密,1964974232,原评论,0,0,0,0,0,0,0,0,0
新鲜出炉的视频,0,0,男,1240645044,原评论,0,0,0,0,0,0,0,0,0
篮球有耐摔王，足球有小吆西,0,1,男,64687161,原评论,0,0,0,0,0,0,0,0,0
耐伤王(指正）,0,0,男,521662373,原评论,0,0,0,0,0,0,0,0,0
理性的说，就算你真的伤了，最起码看在那么多喜欢你的球迷份上，你挥挥手，装装样子都懒得做么？这和政治无关，和足球无关，和国界无关，而是人与人之间相互的一种基本素质。,0,0,保密,3223090,原评论,1,0,0,0,0,0,0,2,4
[思考],0,0,男,350091869,原评论,0,0,0,0,0,0,0,1,0
有梗你就多发点,0,0,男,7333352,原评论,0,0,0,0,0,0,0,0,0
梅西无罪,0,0,男,521167102,原评论,0,0,0,0,0,0,0,1,0
[尼奈·米虫之夏_siuuu],0,0,男,678305947,原评论,0,0,0,0,0,0,0,0,0
总结得好,0,0,保密,43636184,原评论,0,0,0,0,0,0,0,0,0
孩子们我并没有受伤,0,0,男,17383457,原评论,0,0,0,0,0,0,0,0,2
"哟 西 不 等 式：
接受合同≠亲自上场[doge]",0,0,保密,3461565873392119,原评论,1,0,0,0,0,0,0,5,0
"梅西❌
哟西✓",0,0,保密,6370988,原评论,0,0,0,0,0,0,0,0,0
受伤了，蚊子叮的,0,0,保密,161602116,原评论,0,0,0,0,0,0,0,0,1
@里奥呦西,0,0,保密,485907950,原评论,0,0,0,0,0,0,0,0,0
孩子们是我,0,0,男,37293484,原评论,0,0,0,0,0,0,0,0,0
梅西？呦西！[脱单doge],0,0,男,40024903,原评论,0,0,0,0,0,0,0,0,0
牢大:嗯???还有睾手?,0,0,男,3493105927981825,原评论,0,0,0,0,0,0,0,0,0
谢谢，你做我的视频我很开心,0,0,保密,450447271,原评论,0,1,0,0,0,0,0,2,0
梅西永远是我的偶像，如果没有梅西我也不会喜欢上足球，也不会热爱足球这项运动，我知道他有错，但他永远都是我的偶像，我喜欢的是梅西轻松的盘带，美妙的过人，我不会因为任何原因动摇梅西在我心中的地位，他永远是球王，至少在我心中，他永远是！我看了10年梅西我也喜欢了10年足球，从巴萨到巴黎又到迈阿密没有梅西我也不会在校队，不会如此热爱一项运动，我是理性的，不是盲目的跟风辱骂，也不会麻木的崇拜，我知道的是他是我心中唯一的，最好的足球先生，最好的球王。5毛钱一条，复制后把括号删除，截图有奖,0,1,保密,1173990372,原评论,12,1,0,0,0,5,0,14,14
我也要赚米,0,0,男,1261693775,原评论,0,0,0,0,0,0,0,0,0
作为一个路人，我说说自己的想法。从梅西的角度来看，他身为一个国际巨星粉丝在全世界都有分布，没有任何理由冒着违约赔钱掉粉和名声败坏的风险去故意歧视一个国家的粉丝，更何况这是在香港而不是大陆，就也不可能是由于政治方面的原因了，这件事我更愿意归咎于梅西对粉丝的不负责。大家也没必要把这件事上升到对中国人的歧视啊什么的，被名族主义熏昏了头脑。当然这事错在梅西，没什么可洗的。其次，我非常不能理解追星的这种行为，他球踢得再好，那有怎么了？他不还是跟我们一样是普普通通的人吗？更何况他也没做出什么值得尊敬的奉献。所有诸如此类的明星都一样，就不应该被高高捧起。大家更应该追的是那些为我们做出贡献的政治人物，或者自己的父母之类的，这种的当个乐子看看就够了。另外，我还想说说大家对日本人的歧视问题，日本在二战时犯下了累累罪行固然不能忘记，但那也是当时政府的错误，可怜的人民被政府洗脑变成了军国主义的棋子。我们缅怀是为了杜绝这类事件再次发生，而不是煽动新的民族仇恨。但现在嘴上喊着要杀光小日本的粉红满地走，如果这样，我们跟那是的日本又有什么区别？希望大家能够理性思考问题，放下民族仇恨，人民万岁！！,0,0,保密,351460456,原评论,10,2,1,0,0,11,0,11,19
14:05来了,0,0,男,351960222,原评论,0,0,0,0,0,0,0,0,0
誰破大防了[doge],0,0,保密,3546554210192337,原评论,0,0,0,0,0,0,0,0,0
"🇨🇳：没西
🇯🇵：有西",0,0,保密,26338385,原评论,0,0,0,0,0,0,0,0,0
三天前伤病严重到商业比赛无法出场，三天后打满半小时生龙活虎，你说你腹股沟伤了怕是小孩子都骗不了[笑哭][笑哭][笑哭],0,0,男,631407832,原评论,1,0,0,0,0,2,0,0,3
@里奥哟西,0,0,保密,1783514529,原评论,0,0,0,0,0,0,0,0,0
不如国足,0,0,保密,2050997044,原评论,1,0,0,0,0,0,0,0,1
[支持],5,0,保密,1124536766,原评论,1,0,0,0,0,0,0,0,0
前往日本的飞机上有华佗👍,0,0,保密,3494370844084742,原评论,0,0,0,0,0,0,0,0,0
哟西！,0,0,保密,3493140172376486,原评论,0,0,0,0,0,0,0,0,0
新年快乐[呲牙],0,0,男,384938791,原评论,0,0,0,0,0,0,0,0,0
"假球王哟西×
真球王牢大✓[妙啊]",0,0,男,1585052384,原评论,0,0,0,0,0,1,0,0,0
梅大佐该好好跟牢大学学[滑稽],0,0,男,12473829,原评论,0,0,0,0,0,1,0,0,1
互联网太好玩了,0,0,保密,431315366,原评论,0,1,0,0,0,0,0,0,0
前有牢大后有牢二,0,1,保密,3493110271183525,原评论,0,0,0,0,0,0,0,0,0
想你了，耐伤王[大哭],0,0,保密,1762507770,原评论,0,0,0,0,0,0,0,0,1
我在这里孩子们,0,0,男,280742350,原评论,0,0,0,0,0,0,0,0,0
呦西,0,0,女,8280190,原评论,0,0,0,0,0,0,0,0,0
呦西，不要怕，就算你与世界为敌，我也会站在世界的那边[大哭][大哭][大哭],0,0,保密,3494374145002278,原评论,0,0,0,0,0,0,0,0,4
bgm是什么作品的[脸红],0,0,男,45377228,原评论,0,0,0,0,1,0,0,1,0
孩子们，没事还有我，我爱中国,0,0,男,367986777,原评论,0,0,0,0,0,0,0,0,1
"最希望牢大打赢复活赛的一集
牢大加油！给囚王看看真正的球王[妙啊]",0,0,男,573843396,原评论,2,0,0,0,0,0,0,2,0
孩子们我过时了,0,0,男,362238673,原评论,0,0,0,0,0,1,0,0,1
孩子们，这很赚钱,0,0,男,454831343,原评论,0,1,0,0,0,0,0,1,0
紧随时事了[doge],4,0,女,85110004,原评论,0,0,0,0,0,0,0,0,0
有没有可能梅西是不给英国好脸,0,0,男,690610310,原评论,0,0,0,0,0,0,0,0,0
"🇨🇳🇭🇰：没西
🇯🇵：哟西",0,0,保密,14955213,原评论,0,0,0,0,0,0,0,0,0
@颖初丁xi,0,0,保密,28616678,原评论,0,0,0,0,0,0,0,0,0
@恰好爱吃糖_哀奶盖冠 @哀相夷 这下听懂了[Asaki大人_两眼一黑],0,1,女,208907279,原评论,0,1,0,0,0,0,0,3,0
呦西,0,0,保密,611111796,原评论,0,0,0,0,0,0,0,0,0
bgm是啥,0,0,保密,1860039022,原评论,0,0,0,0,0,0,0,0,0
孩子们，是我干的！对不起！,0,0,保密,1823483621,原评论,0,0,1,0,0,0,0,0,1
孩子们，这是我没错,0,0,男,1821607559,原评论,0,0,0,0,0,0,0,0,0
之前挺为没买到裴擒虎的梅西皮肤感到遗憾的（过去是个梅西粉），现在只能说，呦西，死啦死啦滴[脱单doge][脱单doge][脱单doge],0,0,保密,620688713,原评论,0,0,0,0,0,0,0,0,1
自老牢大以后的牢二[调皮],0,0,保密,2018376896,原评论,0,0,0,0,0,1,0,0,0
梅西道歉西语原文是China y HK，即“中国 和 香港”，望周知,0,0,男,472049533,原评论,0,0,1,0,0,0,0,4,1
其实很简单 就是这钱给少了 答应给的钱临时少了 人家不乐意 在就是他一个外国人喜欢日本就喜欢吧 要是这钱给够了 他就说喜欢中国了 买卖谈好了 结果人家来了 给钱不对了 少了 换谁都不高兴了,0,4,保密,14203253,原评论,4,1,0,0,0,0,0,16,0
囚亡,0,0,男,1436671597,原评论,0,0,0,0,0,0,0,0,0
"🇨🇳：没西
🇯🇵：呦西",0,0,男,343876240,原评论,0,0,0,0,0,0,0,0,0
请大家关注梅西贴吧完全就是一个大型汉J聚集地！所有指责梅西的帖子秒删加禁言，贴吧里能看到的只有替梅西疯狂的洗地和对香港政府主办方霍启刚的无端指责，大肆宣扬是香港方面给不起钱只给了迈阿密梅西不出场得价格却要梅西踢满45分钟的霸王条款导致梅西全程脸黑！这种歪曲事实的指责简直是汉J行为！自梅西在日本出场踢满30分钟这次事件已经上升到了R华的层面了，足协已经删除终止和梅西阿根廷的所有活动信息拒绝往来，整个国内的呼声都是要求梅西必须给中国球迷做出道歉，而梅西贴吧的吧主和一群小吧以及狂热无脑的梅西粉还在颠倒黑白的抹黑香港主办方力挺梅西吧主甚至大肆炫耀自己删帖禁言的光辉战绩而小吧直接发帖阴阳霍启刚，此等行为不是HJ是什么？,5,1,男,1924239,原评论,5,0,1,0,0,9,0,3,11
支持！绝无回旋的余地,0,0,男,8307536,原评论,1,0,0,0,0,0,0,1,0
两手插兜，里奥呦西，东京下机，米西米西，智能伤病，捕鼠王朝，除西之夜，医学奇迹[大笑],0,0,保密,148860772,原评论,0,1,0,0,0,0,1,2,0
这辈子都没想过，梅西都会塌房,0,1,女,4984905,原评论,0,0,0,0,0,0,0,0,1
什么时候科普牢大[星星眼],0,0,保密,437413416,原评论,0,0,0,0,0,0,0,0,0
他喜欢日本就喜欢，没毛病，但是他不能放我鸽子[脱单doge],0,1,男,2140771582,原评论,2,0,0,0,0,1,0,2,2
里奥，大佐,0,0,男,497287740,原评论,0,0,0,0,0,0,0,0,0
运动没国界，但运动员有，裁判也有，我话说完，谁赞成，谁反对,0,0,保密,3237411,原评论,1,0,0,0,0,0,0,1,1
梅西是艺名，梅姆才是真名[笑哭],0,0,保密,415264411,原评论,0,0,0,0,0,0,0,0,0
一看就没看过地上足球，里奥哟西的根本原因都没说出来！,0,0,保密,412035688,原评论,0,0,0,0,0,0,0,0,0
我梅,0,0,保密,3546609740679818,原评论,0,0,0,0,0,0,0,0,0
绝代双吹是这样的！[笑][笑][笑],0,0,男,2394895,原评论,1,0,0,0,0,0,0,0,0
[doge][doge][doge],0,0,保密,3494369418021140,原评论,0,0,0,0,0,0,0,0,0
去看看李老八分析梅西吧，堪称足球界的uzi了，黑历史可不少，某些人说他跟马拉多纳一起被称为球王，我只能大嘘,0,0,保密,10481420,原评论,0,0,0,0,0,0,0,0,0
BV1Gt421p7CP,0,0,男,38470698,原评论,0,0,0,0,0,0,0,0,0
"香港比赛：没西
日本比赛：有西[doge]",0,0,男,1929492922,原评论,0,0,0,0,0,0,0,0,0
球王不是贝利吗？[妙啊],0,0,保密,1346525649,原评论,0,0,0,0,0,1,0,0,1
不愧是喜欢霓虹的哟西梅太郎[FGO_耶],6,0,男,169539446,原评论,2,0,0,0,0,0,0,1,0
【牢记历史，勿忘国耻！-哔哩哔哩】 https://b23.tv/4M4anDE,0,0,男,530848445,原评论,0,0,0,0,0,1,0,1,0
支持哟西（）,0,0,保密,1449893300,原评论,1,0,0,0,0,0,0,0,0
我就想知道王者梅西皮肤怎么搞了,0,0,保密,318146216,原评论,0,0,0,0,0,0,0,1,0
味大，无需多盐,0,0,保密,305811612,原评论,0,0,0,0,0,0,0,0,0
这不是 里奥呦西儒一郎吗[吃瓜],0,0,男,158359365,原评论,0,0,0,0,0,1,0,1,1
孩子们 大大滴好,0,0,男,229590417,原评论,0,0,0,0,0,0,0,1,0
還以為你留到現在才發是為了把日本踢30分鐘的料加上去 結果原來是沒有[doge],0,0,男,198570,原评论,0,0,0,0,0,0,0,1,0
牢大我，严厉指责梅西,0,0,保密,3461578611493162,原评论,0,0,0,0,0,2,0,0,2
神金哟西,0,0,保密,3546554734479676,原评论,0,0,0,0,0,0,0,0,0
[大笑],0,0,女,525894505,原评论,0,1,0,0,0,0,0,1,0
牢大受伤也会为了球迷上场打比赛，这就是冰红茶和劲凉的区别😡😡😡😡😡,0,0,男,1489528556,原评论,0,0,0,0,0,0,0,0,1
世界杯5个点数的球王,0,0,保密,410455775,原评论,0,0,0,0,0,0,0,0,0
孩子们，我改行当肝帝了[墨镜],0,0,保密,3494370435140217,原评论,0,0,0,0,0,0,0,0,0
和我一起爱C罗吧,0,0,男,3461564623489829,原评论,0,0,0,0,0,0,0,0,0
你们觉得我侄子做得对吗？,0,0,保密,3493111122627529,原评论,0,0,0,0,0,0,0,0,0
中间，北京那梅西球迷多的把大街堵的都没法走了，怎么突然就被黑的成这样了？,0,0,保密,282788000,原评论,0,0,0,0,0,0,0,0,2
致敬哥布林杀手托马斯穆勒,0,0,男,280748010,原评论,1,0,0,0,0,0,0,0,0
封砂梅西！绝无回旋余地！,0,0,保密,323876721,原评论,0,0,0,0,0,0,0,1,0
哟西,0,0,保密,224806116,原评论,0,0,0,0,0,0,0,0,0
黑转碳[调皮],1,0,保密,7562330,原评论,0,0,0,0,0,1,0,0,0
"总得有人替牢大梗接班😋
呦西",0,0,男,1716812080,原评论,0,0,0,0,0,0,0,0,0
致敬传奇战斗机鹞式,0,0,保密,170808730,原评论,1,0,0,0,0,0,0,0,0
BV1dz421R7ge,0,0,保密,3546394174425353,原评论,0,0,0,0,0,0,0,0,0
"宁可委身向牛郎，不与特首赏寸光。
欲饮氘氚赴日里，粉墨饰毕便登场。  
 《讽梅儒》~转自b友",0,2,保密,7716848,原评论,1,0,0,0,0,0,0,3,1
他不是还去探望了香港两个患病儿童？,0,0,男,305680589,原评论,0,0,0,0,0,1,0,0,2
支持梅西[给心心],0,0,保密,1220539336,原评论,1,0,0,0,0,0,0,0,0
那你们到时候别和我抢票噢[嗑瓜子][嗑瓜子],0,0,保密,3493095456901945,原评论,0,0,0,0,0,0,0,0,0
孩子们，这是牢三,0,0,男,400573306,原评论,0,0,0,0,0,0,0,0,0
孩子们 文案是我发的 听我解释[灵魂出窍],0,0,男,1584001215,原评论,0,0,0,0,0,0,0,2,0
梅目,0,0,男,169289646,原评论,0,0,0,0,0,0,0,0,0
以阴谋论来说，yt资本控制的暗线与这两年C罗和梅西的遭遇和个人决定的确非常吻合，C罗被抛弃梅西点球世界杯，C罗去了沙特梅西去了美国，包括最近的C罗和呦西来中国的态度，这是一个非常值得怀疑的事。,0,0,保密,689133672,原评论,1,0,1,0,0,2,0,3,3
康师傅劲凉冰红茶,0,0,保密,1589173458,原评论,0,0,0,0,0,0,0,0,0
梅西 🦙,0,0,保密,24079866,原评论,0,0,0,0,0,0,0,1,0
所以香港干啥了,0,0,男,474138255,原评论,0,0,0,0,0,0,0,0,0
梅西根本没错好吧，每个人都有自己的政治立场，他也是逼不得已，虽然这次比赛没有上场，但并没有看出来对中国球迷有多么的不尊重，所以我想说尊重一下球员吧，不要墙倒众人推，梅西从根本上还是一个很伟大的球员，只要你能够坚定理解并支持梅西，那你就会发现你滴是大大滴良民，呦西！,0,1,女,438816232,原评论,7,0,0,0,0,2,0,5,4
[吃瓜],0,0,男,179376623,原评论,0,0,0,0,0,0,0,0,0
只要事情还没有盖棺论定，我依然会支持梅西[吃瓜],0,0,保密,2053308312,原评论,1,0,0,0,0,0,0,0,1
我不追星，不懂球，但是我想问 中国这么大市场，他为啥这么做，后背啥利益？,0,1,保密,1832982184,原评论,0,0,0,0,0,0,0,2,0
很简单，阿根廷全面西化，他们的领导人摆明了要亲近欧美,1,0,男,24995801,原评论,2,0,0,0,0,1,0,2,0
牢大:孩子们，我有van♂伴了,0,0,保密,487554880,原评论,0,0,0,0,0,0,0,0,0
球王我只认cxk[脱单doge],0,0,保密,1829090441,原评论,0,0,0,0,0,0,0,0,0
犹西[doge],0,0,保密,1498442725,原评论,0,0,0,0,0,0,0,0,0
リオ、よし,0,0,保密,3494358261172378,原评论,0,0,0,0,0,0,0,0,0
[藏狐]我这边传闻他信犹太教，也支持以色列,0,0,保密,3693364,原评论,1,0,0,0,0,0,0,0,0
哟西距离封神只欠一个坠机,0,0,保密,194792,原评论,0,0,0,0,0,0,0,0,0
原来梅粉更逆天，我在的那个梅西粉丝群言论都很逆天，让人无语的程度,0,0,保密,691478386,原评论,0,0,1,0,0,0,1,0,1
可能是日本打的引子，转移731的热度，让我们不要仇恨他们，他们小日本最怕我们仇恨他们,0,0,男,622542653,原评论,0,0,0,0,0,2,0,0,3
"你们知道梅西一生拿过多少成就吗，拿过多少冠军
你们不要把一个人的成就和他的人品相比，因为两者没有可比性，成就固然重要，但人品更重要
对此我想说
哟西只是想回他的故乡打球了，他有什么错梅西根本没错好吧，每个人都有自己的政治立场，他也是逼不得已，虽然这次比赛没有上场，但并没有看出来对中国球迷有多么的不尊重，所以我想说尊重一下球员吧，不要墙倒众人推
梅西从根本上还是一个很伟大的球员，只要你能够坚定理解并支持梅西，那你就会发现哟西，你滴才是大大滴良民[doge][笑哭]",0,0,保密,3461571879634947,原评论,14,0,0,0,0,2,0,12,6
话说当时退钱哥去了吗？,0,1,男,208766476,原评论,0,0,0,0,0,0,0,0,0
没有,0,0,保密,391180875,原评论,0,0,0,0,0,0,0,0,1
"开始点名
哲科：到！
奥里吉：到！
维纳尔杜姆：到！
穆勒，到！
姆巴佩：到！
格策：到！
梅西：はい!",0,0,女,15514272,原评论,0,0,0,0,0,0,0,0,0
安慕希,0,0,男,1804513574,原评论,0,0,0,0,0,0,0,0,0
【同时遇到科比和梅西，你会先找谁签名？-哔哩哔哩】 https://b23.tv/EuK2OTC,0,0,保密,3493121505626777,原评论,0,0,0,0,0,0,0,1,0
是不是钱没给够，什么事都是钱的事，只要钱给足，让他趴着踢球都可以[吃瓜],0,0,男,303057262,原评论,0,0,0,0,0,0,0,0,0
"二等兵：梅桑
忠诚 呦西！",0,0,男,87097151,原评论,1,0,0,0,0,0,0,2,0
梅西的这种态度有点像当年C罗对韩国的态度，但当年是韩国有错在先，现在梅西哎，搞不懂为什么？⊙ω⊙,0,0,男,526262264,原评论,0,0,0,0,0,0,0,0,1
"我突然发现有些人好像真的很奇怪。
我问你一个很简单的问题啊。
肖战，蔡徐坤，王一博这种著名流量小鲜肉，需要你喜欢和支持吗？
这就像那句话，没有永远18岁的姑娘，但永远有18岁的姑娘。
不需要你喜欢，因为喜欢的人有很多。

像我这样的乐子人看这种事儿实在是太快乐了，我现在已经很释然了，你不可能强求别人跟你是一样的，但是我看到别人求而不得还硬要求的时候，能做的也只有嘲笑了。",0,0,男,254163783,原评论,6,2,0,0,0,2,1,7,7
我对这些事情已经无感了，这种煽动群众的事情太多了，我在这愤怒抵制了，回头可能梅西来中国一样转播爆满,0,0,保密,388185887,原评论,1,0,1,1,0,1,0,0,3
你说会不会是因为两个国家之间的足球氛围差距太大了。所以梅西更喜欢日本一点[捂脸],0,6,保密,453135237,原评论,1,0,0,0,0,0,0,1,1
没事，我已经在反思了,0,0,男,437330411,原评论,0,0,0,0,0,0,0,0,1
绷你也太自卑了，就是政治立场不同,0,0,保密,1270948017,原评论,0,0,1,0,0,0,0,0,1
发布于四川,0,0,保密,3537113559599490,原评论,0,0,0,0,0,0,0,0,0
@里奥哟西,0,0,男,12877275,原评论,0,0,0,0,0,0,0,0,0
"你们不要再黑呦西了
呦西不握手是因为大腿内侧的伤口引发了胳膊关节的残障系统 双手插兜只是为了不让球迷看到手上的伤而担心 他人太好了 我感动死了
呦西一句话不说是因为他担心粉丝千里迢迢来到这里这么累 多说一句话都害怕影响球迷晚回家一秒钟而失去宝贵的休息时间 他人太好了 我感动死了
呦西不道歉是因为他宁愿当这个坏人 被球迷误解 被球迷中伤 但是他知道 会有我们这些善解人意的球迷理解他的",0,0,保密,1820087553,原评论,3,0,4,0,1,5,0,17,11
梅西一直还是我的呕象[tv_doge],0,0,男,508204322,原评论,0,0,0,0,0,0,0,0,0
梅西到香港明显故意甩脸子给人看，然后到日本生龙活虎，他后边还有一场杭州的，到时候在杭州依旧生龙活虎就能挑起一些港陆矛盾，好在杭州方面给他取消了,0,0,保密,325672915,原评论,2,0,0,0,0,0,0,1,3
刚刚[打call][打call][打call],0,0,保密,3493089131890727,原评论,0,0,0,0,0,0,0,0,0
梅西在中国和英美犹太之间选择了后者，我们没必要事前崇拜，事后仇恨，这种行为很小人，只要知道不管是疯马秀还是欧文还是梅西还是西梅，他们都是资本裹挟的产物，我们只对事，不对人；梅西这次故意不在香港上场，甚至故意避开镜头握手，转而在日本大显身手，卡的时间甚至恰到好处，其目的就是分化中国和阿根廷的关系，因为梅西是阿根廷的灵魂人物，我们厌恶梅西，阿根廷人自然会和我们疏远，从而瓦解中国的南美友好战略。梅西已经上过哭墙了，想必大家都知道他选择的是哪一方，对此，随着中美犹的摩擦加剧，未来还会有更多的资本傀儡旁敲侧击，我们要做到的就是看清所谓的明星名流以及所有不正邪风，及时斩断，免除后患。,0,0,保密,396008413,原评论,8,1,1,0,0,5,0,7,11
bgm甚至耀西岛，谐音也是哟西,0,0,男,2560092,原评论,0,0,0,0,0,0,0,0,0
我没意见,0,0,男,1235246536,原评论,0,0,0,0,0,0,0,0,0
"梅西自己的政府都不给面子
它国政府面子算什么？",0,0,男,98872012,原评论,1,0,0,0,0,0,0,0,0
背景音乐尽然是无牙仔！,0,0,男,517563758,原评论,0,0,0,0,0,0,0,0,0
中国饭圈太可怕,1,0,保密,3493089865894169,原评论,0,0,0,0,1,0,0,0,1
之前c罗也做过这种事情，只不过他针对的是韩国,0,0,男,95283630,原评论,0,0,0,0,0,0,0,0,0
祝大家除西快乐[脱单doge],1,0,保密,175851505,原评论,0,1,0,0,0,0,0,1,0
bgm还是耀西岛,0,0,保密,251044631,原评论,0,0,0,0,0,0,0,0,0
哟西是这样的,0,0,男,10006379,原评论,0,0,0,0,0,0,0,0,0
刷新三观，自从夺了世界冠军就飘了是吧？看来还得是我罗哥才配得上球王，梅西？我看就是没戏,0,2,保密,298531096,原评论,0,0,0,0,0,0,0,0,0
"[doge]篮球有牢大
宇宙有牢金
足球有牢西转载[doge]",0,0,保密,3546607026965268,原评论,0,0,0,0,0,0,0,0,0
梅西事件，为了压731的热度搞出来的，大家擦亮眼睛吧。,0,0,保密,1308512911,原评论,0,0,0,0,0,0,0,0,0
"不是 还真带耀西啊 
哟西就哟西 别耀西啊 我最喜欢耀西了[大哭][大哭][大哭][大哭][大哭][大哭][大哭]",0,0,男,628709,原评论,1,0,0,0,0,1,0,5,8
呦西要是坠机了就成牢西了😂,0,0,男,1887371603,原评论,0,0,0,0,0,0,0,0,0
里奥.梅爹妈,0,0,男,506179455,原评论,0,0,0,0,0,0,0,0,0
互联网虽然有记忆，但是健忘,0,0,保密,26603566,原评论,0,0,0,0,0,0,0,0,1
契约精神呢[吃瓜],1,0,保密,1968613414,原评论,0,1,0,0,0,0,0,0,0
这下不得不天羽屠龙舞了[呲牙],0,0,保密,1194831700,原评论,0,0,0,0,0,0,0,0,0
"一刻没有为耐摔王和耐冻王感到悲哀，而立刻赶到战场的是！
耐伤王，里奥•哟西",0,0,保密,3493273347820055,原评论,0,0,1,0,0,0,0,0,3
人是去认祖归宗,0,0,男,100698281,原评论,0,0,0,0,0,0,0,0,0
唉，记得梅西有一次还上过新闻周刊（在学校看的），当时还激动的不行，没想到[不问天_大哭],1,0,保密,180275805,原评论,0,0,1,0,0,0,0,0,3
虽然梅西不是本国人，我们不能要求他爱国，但是他对合同应有的遵守和对中国球迷应有的尊重是必不可少的,0,0,保密,199325031,原评论,3,0,0,0,0,1,0,3,3
虽然但是，我也认为可能背后有别的势力暗箱操作，逼迫梅西不上场什么的，大家保持理性,0,2,保密,517397805,原评论,0,0,0,0,0,2,0,1,1
太对了哥[给心心],2,0,男,35500939,原评论,0,0,0,0,0,0,0,0,0
迷失东京，惦记人家牛郎,0,0,男,375743703,原评论,0,0,1,0,0,1,0,0,0
耀西岛的音乐看梅西说了声哟西[doge],0,0,女,675162796,原评论,0,0,0,0,0,0,0,1,0
我记得C罗和梅西态度截然相反，只不过不是日本是韩国（￣▽￣）,0,0,保密,453828718,原评论,0,0,0,0,0,1,0,0,2
哟西桑只是回故乡了而已,0,0,保密,478054247,原评论,0,0,0,0,0,0,0,0,0
不看球，没啥感觉，这人自己做的过分，落到现在这个下场确实活该，背后应该有资本推动这件事，不然不会发酵这么快，这人不仅仅得罪了普通球迷还得罪的香港那些大佬[吃瓜],0,0,保密,387538597,原评论,1,1,0,1,0,5,0,1,5
犹太们究竟借梅西想搞什么阴谋,0,0,保密,472210683,原评论,0,0,0,0,0,1,0,0,1
我们变成阿三了吗,0,0,保密,3525201,原评论,0,0,0,0,0,0,0,0,0
好👍战狼之群遭人唾弃的恶果到了,0,0,保密,208011934,原评论,0,0,0,0,0,1,0,0,2
以为受伤了两个地方都没有上场，原来在霓虹上场了,0,0,男,411935338,原评论,0,0,0,0,0,0,1,0,2
杀,0,0,男,88964611,原评论,0,0,0,0,0,0,0,0,0
笑，不给特首面子……,0,0,男,19153668,原评论,0,0,0,0,0,0,0,0,0
粉转粉了[星星眼]不宠毛病,0,0,保密,627568503,原评论,0,0,0,0,0,1,0,0,1
没参加比赛就算是违背商业契约，也不至于往民族主义方面扯,0,6,保密,17311502,原评论,0,0,0,0,0,1,0,1,1
回复 @祈天之愿 :违背商业契约，直接法律起诉就行，但现在主办方TA也没公示条款，显然是主办方TA把迈阿密国际和港府给耍了，但现在的舆论显然是绕过事实扣伤害民族感情的帽子，你不觉得很羞耻吗？被舆论牵着鼻子，被卖了还要替人数钱,0,0,保密,17311502,原评论,0,0,1,0,1,1,0,3,4
回复 @祈天之愿 : 。。。那你凑啥热闹，这不纯纯嘴遁爽一波,0,0,保密,17311502,原评论,0,1,0,0,0,0,0,4,0
为了利息我相信所有人都会这么做,0,1,保密,94747569,原评论,1,0,0,0,0,0,0,1,0
毕竟又不是自己的国家,0,0,保密,94747569,原评论,0,0,0,0,0,1,0,0,1
[兔年吉祥東雪蓮_切割],0,0,保密,21927189,原评论,0,1,0,0,0,0,0,1,0
牢大+耐冻+哟西=？,0,0,男,410457853,原评论,0,0,0,0,0,0,0,0,0
梅西子酱,5,0,男,356052281,原评论,0,0,0,0,0,0,0,0,0
[doge]难得能进梗百科[doge],0,0,男,3213386,原评论,0,0,0,0,0,0,0,0,0
热乎的！,7,0,男,482099130,原评论,1,0,0,0,0,0,0,0,0
"BGM好熟悉,有哪位老哥提醒一下吗..",0,0,保密,538257,原评论,0,0,0,0,0,0,0,1,0
想你了，呦西,0,0,男,449592146,原评论,0,0,0,0,0,0,0,0,0
大家不要再黑科比了,0,0,男,1638443480,原评论,0,0,0,0,0,0,0,0,1
梅西的外号叫梅亩。这个昵称来源于他的名字&#34;梅西&#34;，其中&#34;梅&#34;取自他的姓氏&#34;梅西&#34;，而&#34;亩&#34;则表示他在球场上的统治力。让我们一起欣赏梅西的精彩表现吧！,0,1,保密,3493128199735333,原评论,2,0,0,0,0,0,0,1,0
